,index,SUMLEV,REGION,DIVISION,STATE,NAMEleft,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,BIRTHS2010,BIRTHS2011,DEATHS2010,DEATHS2011,NATURALINC2010,NATURALINC2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,NETMIG2010,NETMIG2011,RESIDUAL2010,RESIDUAL2011,RBIRTH2011,RDEATH2011,RNATURALINC2011,RINTERNATIONALMIG2011,RDOMESTICMIG2011,RNETMIG2011,NAMEleft.1,NAME,state,StateName,AllRevenue,AllExpenses,AllGovtGrants,AllContributions,AllAssets,ArtMuseumRevenue,ArtMuseumExpenses,ArtMuseumGovtGrants,ArtMuseumContributions,ArtMuseumAssets,ChildrenMuseumRevenue,ChildrenMuseumExpenses,ChildrenMuseumGovtGrants,ChildrenMuseumContributions,ChildrenMuseumAssets,HistoryMuseumRevenue,HistoryMuseumExpenses,HistoryMuseumGovtGrants,HistoryMuseumContributions,HistoryMuseumAssets,MuseumRevenue,MuseumExpenses,MuseumGovtGrants,MuseumContributions,MuseumAssets,PerformingArtsRevenue,PerformingArtsExpenses,PerformingArtsGovtGrants,PerformingArtsContributions,PerformingArtsAssets,DanceRevenue,DanceExpenses,DanceGovtGrants,DanceContributions,DanceAssets,BalletRevenue,BalletExpenses,BalletGovtGrants,BalletContributions,BalletAssets,TheaterRevenue,TheaterExpenses,TheaterGovtGrants,TheaterContributions,TheaterAssets,OperaRevenue,OperaExpenses,OperaGovtGrants,OperaContributions,OperaAssets,SymphonyOrchestraRevenue,SymphonyOrchestraExpenses,SymphonyOrchestraGovtGrants,SymphonyOrchestraContributions,SymphonyOrchestraAssets,MediaRevenue,MediaExpenses,MediaGovtGrants,MediaContributions,MediaAssets,FilmRevenue,FilmExpenses,FilmGovtGrants,FilmContributions,FilmAssets,TelevisionRevenue,TelevisionExpenses,TelevisionGovtGrants,TelevisionContributions,TelevisionAssets,PublishingRevenue,PublishingExpenses,PublishingGovtGrants,PublishingContributions,PublishingAssets,RadioRevenue,RadioExpenses,RadioGovtGrants,RadioContributions,RadioAssets
41,41,40,3,7,40,Oklahoma,3751351,3751354,3760184,3791508,8830,31324,13366,53727,7930,34528,5436,19199,1564,4908,1738,7195,3302,12103,92,22,14.22912905,9.144440742999999,5.084688306,1.299841148,1.905533224,3.205374372,Oklahoma,Oklahoma,OK,Oklahoma,183709132.51,180015969.31,5877641.0,99728532.95,970048574.6500001,15558879.0,18835779.0,202114.0,10117609.0,143200027.0,5756931.0,3033919.0,17850.0,2345229.0,20094860.0,7608728.0,7950700.0,599975.0,4555028.0,55708176.0,49356379.0,52044694.0,1687033.0,38701054.0,406676997.0,55962389.57,57244002.37,1235307.0,24684921.95,134058070.7,615066.0,604692.0,1.0,343844.0,433715.0,10476066.0,11189953.0,160519.0,5383140.0,32819682.0,12693927.0,12735275.0,595157.0,4992745.0,36443020.0,2444052.0,2843039.0,117231.0,1510292.0,630189.0,9777399.0,9491301.0,198702.0,6013002.0,28423362.0,8126928.0,7684741.0,1.0,4647253.0,17325552.0,3653607.0,3474859.0,1.0,1244516.0,12521404.0,104845.0,192568.0,1.0,100608.0,393690.0,2825306.0,2540883.0,1.0,1827686.0,3349879.0,1.0,1.0,1.0,1.0,1.0
42,42,40,4,9,41,Oregon,3831074,3831074,3838332,3871859,7258,33527,11737,46232,7702,31451,4035,14781,1894,6604,1427,12209,3321,18813,-98,-67,11.99243962,8.158293355,3.834146262,1.7130574330000001,3.166977316,4.880034749,Oregon,Oregon,OR,Oregon,491658793.1999999,447640597.87000006,32542314.0,226451098.61,1137204504.68,24297811.0,20000559.0,187723.0,16580918.0,146159289.0,5913533.0,5579258.0,126821.0,2472248.0,9071228.0,7693763.0,6674563.0,37171.0,2359643.0,34354120.0,92647919.0,77013587.0,2333397.0,47804596.0,362090413.0,183668115.23000002,173819835.79999995,6165526.0,72903339.23,235200650.81,6833837.0,7125062.0,165930.0,2234051.0,3425372.19,8783229.0,8488150.0,258671.0,1687234.0,6310040.0,66102051.699999996,66146617.24,790843.0,25419709.49,88956865.15,8003508.0,9068664.0,388830.0,3436934.0,31323193.0,28388277.0,26665072.48,882332.0,14285699.0,25281519.0,67427540.25999999,60870789.59,4452104.0,49886859.0,122639831.6,4609404.26,4828023.59,261950.0,2021612.0,5615642.6,4206415.0,4074981.0,1795262.0,1875717.0,4753388.0,4340732.0,4263236.0,1.0,1940742.0,3811369.0,2051819.0,1988264.0,44635.0,1594416.0,1195357.0
43,43,40,1,2,42,Pennsylvania,12702379,12702379,12717722,12742886,15343,25164,36145,143420,30805,125152,5340,18268,4153,14714,6125,-7246,10278,7468,-275,-572,11.26603104,9.831029958,1.435001081,1.155824716,-0.569193006,0.58663171,Pennsylvania,Pennsylvania,PA,Pennsylvania,2126372066.3400004,1885124961.36,103907234.0,787617343.87,8097483716.099998,171174337.0,160001606.0,11700230.0,103612011.0,1653019054.0,26047061.0,20725789.0,982123.0,12263886.0,74568329.0,99100343.0,63701876.0,4974448.0,57464953.0,424435674.0,496415230.0,422835381.0,29925979.0,252607310.0,3373569701.0,595042325.5399998,594353433.25,25657375.0,216190804.77999997,1618746570.3400002,32122295.0,29724363.0,931901.0,14380401.0,34219988.0,19849014.0,17137320.0,1379860.0,9767981.0,27078410.0,150980659.29,150307081.73,11401309.0,45366655.36,243152104.67,27539246.0,26617852.0,852594.0,17373337.0,36329516.0,83972412.0,76394914.0,2137429.0,44025044.0,170346269.0,377990579.4,229528418.58999997,10676344.0,90402714.78999999,574885916.12,17280783.4,15724010.58,267253.0,10522715.79,25860362.13,196122807.0,63811774.0,3623939.0,36764146.0,273456752.0,63708848.0,58726008.0,7866.0,3030521.0,73504209.0,13145273.0,12790254.0,413547.0,11064144.0,22389150.0
44,44,40,1,1,44,Rhode Island,1052567,1052567,1052528,1051302,-39,-1226,2761,11012,2247,9189,514,1823,647,2040,-1184,-5089,-537,-3049,-16,0,10.46852645,8.735496689,1.73302976,1.9393201919999998,-4.837843362,-2.89852317,Rhode Island,Rhode Island,RI,Rhode Island,172289874.76000002,178460169.03,10327693.0,51914841.19,795351956.0,2053913.0,2530755.0,21468.0,748101.0,16813015.0,2735724.0,3037793.0,723728.0,597602.0,3552249.0,4388110.0,4035126.0,2800.0,2993862.0,19063746.0,23389590.0,23524942.0,855045.0,8313093.0,147636871.0,55453401.0,51327605.0,3666911.0,10296800.0,107101436.0,3187591.0,3071666.0,68128.0,1080386.0,1233040.0,89470.0,84268.0,1.0,13904.0,25975.0,15769701.0,14310416.0,2439846.0,3431487.0,23586438.0,1.0,1.0,1.0,1.0,1.0,228818.0,235373.0,1.0,84359.0,1148510.0,10711566.46,23385899.88,1.0,4984879.46,131866735.0,657778.0,635287.0,1.0,374725.0,371697.0,5582549.0,6373643.0,1.0,1380930.0,103151033.0,240531.0,207097.0,1.0,24755.0,888867.0,4015405.46,9228883.88,1.0,3175689.46,27313333.0
45,45,40,3,5,45,South Carolina,4625364,4625364,4637106,4679230,11742,42124,14781,59522,10101,41144,4680,18378,2233,6440,4826,17187,7059,23627,3,119,12.77798482,8.832656959,3.945327863,1.382517762,3.689647947,5.07216571,South Carolina,South Carolina,SC,South Carolina,255412979.19,232722941.0,24947251.0,112083041.92,872227091.0,9105595.0,11715734.0,1968386.0,5298022.0,29564695.0,10040782.0,10134014.0,1684403.0,3332455.0,38748284.0,12973910.0,11324219.0,1654713.0,5440965.0,80658164.0,62364853.0,45827297.0,9673848.0,36737739.0,211877870.0,89154126.97,88239785.0,4911364.0,29316618.92,374683624.0,1326672.0,1308393.0,33507.0,416226.0,1280441.0,4225729.0,4153647.0,674951.0,1273010.0,568835.0,16824931.0,13069096.0,673379.0,7375402.0,32570373.0,2053099.0,2218491.0,121865.0,539633.0,3037680.0,12864667.0,12322744.0,1064726.0,6200141.0,8775337.0,8240669.0,8294372.0,120490.0,3364791.0,8731843.0,1870548.0,2078455.0,120490.0,802493.0,3137398.0,4742400.0,4755959.0,1.0,1697357.0,1800132.0,453832.0,464281.0,1.0,358836.0,1242410.0,646413.0,491085.0,1.0,191978.0,358260.0
46,46,40,2,4,46,South Dakota,814180,814180,816598,824082,2418,7484,2968,11763,1329,6772,1639,4991,157,533,646,1964,803,2497,-24,-4,14.33917644,8.255113733,6.084062706,0.6497305999999999,2.394129264,3.043859863,South Dakota,South Dakota,SD,South Dakota,70959441.0,67523253.0,7059894.0,32456318.0,263900897.0,10139520.0,8726976.0,1849929.0,2091331.0,5368778.0,16903.0,8152.0,1.0,16903.0,39169.0,3082596.0,3704109.0,657745.0,1229247.0,15153254.0,18446910.0,20020083.0,3181158.0,5508865.0,52599378.0,10884650.0,11104361.0,584608.0,4671545.0,26319824.0,161350.0,157409.0,1.0,21436.0,164021.0,1.0,1.0,1.0,1.0,1.0,2655734.0,2612442.0,104754.0,765421.0,6119018.0,1.0,1.0,1.0,1.0,1.0,2341118.0,2427346.0,140804.0,1345025.0,2904860.0,1530155.0,1778692.0,139559.0,639351.0,7295217.0,31088.0,29066.0,14500.0,14152.0,5267.0,1.0,1.0,1.0,1.0,1.0,292432.0,533210.0,1.0,208254.0,5508151.0,548579.0,372963.0,1.0,268844.0,471756.0
47,47,40,3,6,47,Tennessee,6346105,6346110,6357436,6403353,11326,45917,20076,80536,14624,58883,5452,21653,2267,7608,3661,16667,5928,24275,-54,-11,12.622417,9.228739696,3.393677303,1.192402758,2.612220921,3.80462368,Tennessee,Tennessee,TN,Tennessee,604066794.44,539761430.75,32930249.0,255937667.09,1503498013.57,58107011.0,39979013.0,1374552.0,45112332.0,148709005.0,10549932.0,10444132.0,755912.0,4153114.0,29751791.0,805910.0,10742319.0,1795581.0,4459516.0,47119891.0,159832517.0,129801439.0,6378079.0,90834864.0,519022663.0,254891362.74,227869150.4,11851693.0,78739519.0,496831460.0,2368339.1100000003,2505045.4,53100.0,665712.0,1673323.0,19312234.0,12267677.0,352460.0,12595144.0,44359968.0,23042495.0,23143752.0,1921637.0,9185644.0,38988508.0,5050525.0,5866517.0,554151.0,2587022.0,16628173.0,34001771.0,36217208.0,673023.0,13497324.0,115025569.0,48727479.0,51978809.0,7088774.0,23893316.0,82855653.0,7710784.0,7958469.0,1236805.0,3478125.0,10858473.0,18110969.0,18878177.0,4030408.0,12883121.0,30819349.0,4031040.0,3140485.0,1.0,1240342.0,5259778.0,10358945.0,13478913.0,150942.0,1902818.0,21500571.0
48,48,40,3,7,48,Texas,25145561,25145561,25253466,25674681,107905,421215,97517,396133,39836,165335,57681,230798,19258,74383,30169,115146,49427,189529,797,888,15.55654479,6.492873185,9.063671608,2.921095873,4.521900237,7.44299611,Texas,Texas,TX,Texas,1945782938.1299999,1909678841.7300005,102658166.0,947013082.0499996,12411261552.870003,299981731.0,251056318.0,5748888.0,161911493.0,3377575075.0,30972821.0,32194356.0,615659.0,13794254.0,152500000.0,78776966.0,58241596.6,4528149.0,55308361.0,268470588.18,660091523.0,608691243.6,19348588.0,342396975.0,7882105155.71,582251999.8799998,576887368.46,20939061.0,253960225.18,1148725725.59,24884735.0,29404101.98,1635139.0,8767800.0,20970751.53,18492440.0,17775934.0,503641.0,6623642.0,10476770.43,141538678.37,129915437.88999999,6333258.0,61771427.17,256629692.23,57226257.0,55670426.0,694980.0,43071249.0,48755713.0,86137836.0,81047045.0,1910530.0,43428952.0,172535299.0,128098828.68,129724284.0,5798101.0,89946942.68,167281878.68,13834114.0,12857895.0,1413957.0,6132157.0,8192139.0,60598026.0,56038957.0,3557729.0,48122101.0,94779291.0,11509543.0,27323345.0,74916.0,5398885.0,13318794.0,17878770.68,12699575.0,106824.0,16777349.68,19356275.68
49,49,40,4,8,49,Utah,2763885,2763885,2775479,2817222,11594,41743,13153,52003,3420,14314,9733,37689,1402,5336,423,-1249,1825,4087,36,-33,18.59673886,5.118814684,13.47792417,1.9082014219999999,-0.446653594,1.461547828,Utah,Utah,UT,Utah,311935138.58,292060815.64,41953631.0,141510873.13000003,619608905.29,1688924.0,1474762.0,229199.0,1327804.0,14495801.0,4476061.0,4128220.0,1398387.0,1448891.0,7289238.0,12658358.0,7083437.0,127500.0,8978765.0,21117347.0,50671709.0,43599693.0,3700159.0,25370754.0,204246959.0,104241905.59,94546451.06,15245653.0,32502724.83,154057804.0,2347239.0,2409213.0,843789.0,933528.0,1234474.0,14094569.0,14547281.0,2004375.0,3462295.0,13884770.0,31992109.59,21966639.06,2517416.0,11473862.83,46932769.0,5808.0,3055.0,1.0,3302.0,1.0,22939908.0,23185819.0,4345050.0,9285634.0,45312117.0,70743457.0,67326831.0,3406837.0,47525591.0,78295893.0,63873904.0,59322241.0,2987288.0,43496486.0,66436448.0,1.0,1.0,1.0,1.0,1.0,1979862.0,2046326.0,129000.0,199758.0,4624317.0,794872.0,864542.0,216549.0,511626.0,1244987.0
50,50,40,1,1,50,Vermont,625741,625741,625909,626431,168,522,1530,5955,1305,5102,225,853,96,406,-132,-709,-36,-303,-21,-28,9.510196911,8.147947043,1.3622498680000001,0.648386221,-1.132280371,-0.48389415,Vermont,Vermont,VT,Vermont,203668130.89999998,153519765.04,10195016.0,73648001.22,672943903.0,8114146.0,8454264.0,64500.0,4286023.0,63869865.0,1.0,1.0,1.0,1.0,1.0,4101770.0,7508776.0,172310.0,2853956.0,119136534.0,25059980.0,27567587.0,1016829.0,13411452.0,232632404.0,42219079.2,40013034.66,491431.0,20386398.22,121947885.0,127512.0,200956.0,1.0,9959.0,1345982.0,79314.0,76430.0,1.0,810.0,169929.0,14811413.0,12873023.0,59898.0,8764061.0,38167648.0,272528.0,263112.0,1.0,166723.0,75302.0,1635287.0,1631593.0,151214.0,728096.0,5146995.0,92870797.0,37418379.0,1694320.0,20232736.0,127323757.0,1004367.0,2249595.0,1.0,131763.0,4051356.0,5829284.0,5717905.0,4450.0,1507670.0,8984566.0,2026448.0,1527465.0,1.0,1431942.0,2213141.0,322589.0,298199.0,1.0,1.0,132890.0
51,51,40,3,5,51,Virginia,8001024,8001030,8023953,8096604,22923,72651,25179,101935,13937,58943,11242,42992,6379,19239,5205,10333,11584,29572,97,87,12.64658535,7.312774613999999,5.333810736,2.38689023,1.281965629,3.6688558589999998,Virginia,Virginia,VA,Virginia,1930928081.5100002,1816616171.6,192372564.0,817092794.8,6132768046.83,39705136.0,41209067.0,4204654.0,22189819.0,451236899.0,4097587.0,3486806.0,100000.0,2343386.0,18352944.0,268725436.0,269124135.0,6670999.0,107925952.0,2454768294.0,388002423.0,381129580.0,12912721.0,185211584.0,3305195956.0,186341499.0,164628381.0,7855430.0,71716795.0,425509366.49,13182154.0,12678817.0,220778.0,4830770.0,12078855.0,4372203.0,4035197.0,86120.0,391972.0,1881493.0,39884886.0,39230268.0,941572.0,12504938.0,58546109.0,6909834.0,7274553.0,572859.0,3817054.0,3548075.39,12839094.0,13257887.0,660912.0,7080517.0,14872682.0,908484020.7199999,861261620.7,129750283.0,396131245.05,1191697831.24,7216202.0,7522470.0,126435.0,5885151.0,4404507.0,775610619.0,733094735.0,126646942.0,369902942.0,732847521.0,46419378.0,44337506.0,412446.0,6686094.0,85049645.0,9840543.0,9443066.0,18000.0,5700814.0,13758281.0
52,52,40,4,9,53,Washington,6724540,6724540,6742950,6830038,18410,87088,21833,86767,11764,48434,10069,38333,4744,17144,3626,31540,8370,48684,-29,71,12.785246699999998,7.136822047000001,5.648424651,2.526193938,4.647465982,7.173659918999999,Washington,Washington,WA,Washington,940769860.8599999,853913409.0200002,41435398.0,406374791.2900001,2722302535.1400003,60576068.0,56346685.0,547740.0,32904591.0,465372872.0,17005761.0,12453286.0,271118.0,9547565.0,42074916.0,25470290.0,18594550.0,5482631.0,14891262.0,180133676.0,189975998.61,172407984.97,11293644.0,90581951.66,1205594221.79,377065640.40000004,338235351.02,10198384.0,111916615.02,656119117.08,5330726.34,5410499.9,76735.0,1542831.0,2498859.0,30678376.0,26941499.0,397936.0,7739158.0,19393974.0,39499231.15,41219807.33,1141998.0,14244470.56,47315321.440000005,45657015.0,25686169.0,5401986.0,18136176.0,82199950.0,49776984.93,46288193.64,483561.0,26100699.97,102544262.17,105612594.0,93313492.0,4819746.0,80861990.0,163863160.0,14026771.0,15971325.0,346843.0,4960886.0,46464005.0,28699695.0,26078400.0,2569687.0,21199465.0,37714075.0,5076817.0,4703858.0,58681.0,2619059.0,7289528.0,51464147.0,39908843.0,1843352.0,47325782.0,66906581.0
53,53,40,3,5,54,West Virginia,1852994,1852996,1854368,1855364,1372,996,5127,20642,5380,21640,-253,-998,199,715,1481,1333,1680,2048,-55,-54,11.128566699999999,11.66661096,-0.538044258,0.385472589,0.718650296,1.104122885,West Virginia,West Virginia,WV,West Virginia,58944551.13,62966861.0,4958058.0,21982976.79,248083325.95,1699951.0,2173581.0,152689.0,1185002.0,22196904.0,82197.0,115943.0,1.0,37464.0,74127.0,685463.0,756534.0,30488.0,381680.0,5328250.0,3421637.0,4301265.0,225877.0,2227221.0,34206097.0,17422434.0,16010806.0,1561369.0,8580483.0,22790221.0,821256.0,775291.0,52050.0,494850.0,202924.0,467859.0,481231.0,44664.0,172655.0,471341.0,5688802.0,5542254.0,767460.0,1721193.0,4967282.0,261207.0,287477.0,1.0,117406.0,425166.0,6972813.0,5820213.0,308271.0,4999260.0,10104368.0,11077513.0,11080790.0,1.0,2885015.0,5325685.0,324921.0,244950.0,1.0,272410.0,267088.0,2190425.0,2309925.0,1.0,1864008.0,681731.0,6521383.0,6499093.0,1.0,46629.0,242337.0,424235.0,223347.0,1.0,164168.0,390722.0
54,54,40,2,3,55,Wisconsin,5686986,5686986,5691659,5711767,4673,20108,17577,69346,11376,46070,6201,23276,1400,5158,-2807,-8183,-1407,-3025,-121,-143,12.16230982,8.080027879,4.082281939,0.904640413,-1.435182725,-0.530542312,Wisconsin,Wisconsin,WI,Wisconsin,678510392.1400001,573045675.9,53733537.0,336088759.21000004,2236920834.09,22199119.0,26100009.0,1463129.0,12496786.0,208419838.0,16236942.0,15435611.01,240126.0,8795708.0,39665357.0,9470162.58,8991980.23,251483.0,5741534.359999999,93297893.88,83007481.58,76221442.24000001,2384846.0,50288990.36,539452145.88,292628625.08,255783622.26,6560139.0,142525426.34,685611258.33,4688595.0,4635770.0,42937.0,1493469.0,2954406.0,1630788.0,1631581.0,16784.0,222925.0,1180775.0,62071542.21,50785226.0,644813.0,25308520.47,116344790.33,5670096.0,5789083.0,101198.0,4232742.0,7751633.0,61672726.0,32082723.0,140799.0,52290490.0,97955878.0,76197386.0,63757675.0,964402.0,34273827.0,79918306.0,5110868.0,3389806.0,141563.0,3717103.0,3589931.0,14772425.0,6679769.0,146764.0,13859013.0,5133126.0,16699687.0,16538807.0,23704.0,984246.0,3550528.0,12542875.0,11459844.0,532194.0,11080880.0,9562419.0
55,55,40,4,8,56,Wyoming,563626,563626,564554,568158,928,3604,1855,7555,922,4433,933,3122,150,460,-174,25,-24,485,19,-3,13.33966622,7.827232342,5.512433876,0.812209988,0.044141847000000005,0.856351835,Wyoming,Wyoming,WY,Wyoming,86206811.71000001,66958057.75,2729013.0,50753551.0,501103756.0,12686264.0,5671830.0,1.0,10610318.0,38663694.0,102559.0,93933.0,1.0,42551.0,158355.0,3993700.0,4742575.0,452352.0,1635179.0,30756818.0,51068715.0,31687271.0,1514207.0,30837687.0,324090997.0,17201479.71,11701165.75,200790.0,11039895.0,34231899.0,98965.0,77411.0,17175.0,8993.0,128311.0,65735.0,49407.0,1.0,26214.0,48811.0,882950.71,646600.75,26601.0,251177.0,1785876.0,1.0,1.0,1.0,1.0,1.0,1145089.0,1173761.0,1.0,721697.0,3658766.0,3944551.0,3488106.0,1.0,2283645.0,2757961.0,1218189.0,987318.0,1.0,399850.0,130127.0,555432.0,580127.0,1.0,446537.0,908153.0,99434.0,97765.0,1.0,63338.0,61063.0,173449.0,194848.0,1.0,174789.0,313157.0
56,56,40,X,X,72,Puerto Rico Commonwealth,3725789,3725789,3721978,3706690,-3811,-15288,10491,42079,7224,28976,3267,13103,-7078,-28391,0,0,-7078,-28391,0,0,11.32881426,7.801129355,3.527684909,-7.6436314020000005,0.0,-7.6436314020000005,Puerto Rico,Puerto Rico,PR,Puerto Rico,41843915.0,49393601.0,19131626.0,11125548.0,81688949.0,10489905.0,12751024.0,2769069.0,4028408.0,59226907.0,1.0,1.0,1.0,1.0,1.0,54501.0,63271.0,1.0,35427.0,73819.0,15523082.0,17834531.0,3901702.0,6121182.0,62311078.0,2936888.0,3443499.0,961989.0,500426.0,6485337.0,537435.0,499526.0,127350.0,103492.0,11237.0,920784.0,933147.0,216996.0,76889.0,158377.0,345751.0,378410.0,122473.0,91324.0,3997131.0,1.0,1.0,1.0,1.0,1.0,411814.0,407902.0,295170.0,1.0,499454.0,17329425.0,21564311.0,11896155.0,2882326.0,9072008.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,671588.0,910798.0,49049.0,485847.0,2405768.0,1.0,1.0,1.0,1.0,1.0
57,13,40,3,5,11,District of Columbia,601723,601723,604912,1,3189,13084,2232,9003,1098,4773,1134,4230,598,1862,1427,6907,2025,8769,30,85,14.72392036,7.80598377,6.917936591,3.045200457,11.29602554,14.341226,District of Columbia,District of Columbia1,DC,District of Columbia,12269848626.6,11278123336.47,2374229093.0,880173242.87,16237866665.179998,40694623.0,32966387.0,1125271.0,21355282.0,193925139.0,1025611.0,276643.0,1.0,1023162.0,1775971.0,174547071.0,125445556.0,52812964.0,102991416.0,714371487.0,1750793267.0,1622005420.0,1025615597.0,366659396.0,6255043650.0,424332644.15999997,415543708.26,64755040.0,149289838.64,914456266.44,13039294.0,12378974.0,2162224.0,2919269.0,8557123.0,14394392.0,17560521.0,224809.0,2922124.0,8377708.0,93514745.0,96477989.0,5450126.0,42157614.0,325702748.0,1491829.0,1285299.0,230119.0,977322.0,428387.0,2663091.0,2689601.0,699392.0,1716063.0,385722.0,9407514493.0,8584091617.0,1173765452.0,135341496.0,7250518978.0,5721417.0,4907259.0,198361.0,3039554.0,7152575.0,6873562.0,7622055.0,1.0,2759029.0,2964002.0,23903016.0,24353591.0,2076193.0,15841491.0,19890499.0,194020492.0,195075240.0,170259698.0,6182215.0,492029734.0
